-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1984 through 11/10/2024 
Location: Latitude  12.9794   Longitude 77.7228 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_RANGE            MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE            MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                  MERRA-2 Wind Direction at 50 Meters (Degrees) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE              MERRA-2 Temperature at 2 Meters Range (C) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS10M,WS10M_RANGE,WS50M_RANGE,WD50M,QV2M,RH2M,PRECTOTCORR,CLRSKY_SFC_PAR_TOT,T2M,T2MDEW,TS,T2M_RANGE,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,PS
2005,4,20,4.23,2.51,4.62,147.12,13.92,66.31,0.3,142.2,25.36,17.63,26.6,10.25,6.4,123.66,7.47,92.02
2005,4,21,3.41,4.39,6.8,134.0,12.08,59.06,0.07,143.19,25.74,15.33,27.44,13.92,6.97,133.77,7.54,91.9
2005,4,22,3.06,2.86,4.68,142.69,12.88,58.38,0.01,144.81,26.49,16.49,28.62,14.26,6.86,133.02,7.55,91.78
2005,4,23,1.88,3.31,4.62,146.38,12.27,53.62,0.19,140.47,27.35,15.62,29.16,13.66,6.7,128.55,7.42,91.75
2005,4,24,2.11,2.29,4.49,184.06,13.43,61.19,0.04,136.94,25.55,17.16,26.8,7.69,6.14,117.63,7.26,91.81
2005,4,25,2.37,2.2,3.98,75.38,12.7,56.69,1.13,127.39,26.21,16.33,27.93,12.03,5.23,99.52,6.84,91.77
2005,4,26,1.24,2.12,4.42,122.5,14.53,62.06,21.4,132.79,26.67,18.39,27.23,9.41,6.3,120.52,7.04,91.72
2005,4,27,1.2,1.88,3.22,142.06,15.32,66.0,5.49,138.02,26.8,19.27,28.16,11.05,6.01,116.53,7.23,91.68
2005,4,28,1.7,1.25,2.23,168.5,14.47,58.19,0.02,142.8,28.26,18.26,30.17,13.15,6.74,130.75,7.44,91.59
2005,4,29,2.25,1.86,3.9,211.25,14.53,57.75,0.0,144.01,28.54,18.32,30.78,13.77,7.0,135.82,7.5,91.46
2005,4,30,2.23,4.09,6.26,216.0,14.4,56.94,0.54,139.4,28.69,18.12,31.37,12.93,6.59,127.4,7.31,91.37
2005,5,1,2.33,3.5,4.8,214.38,14.4,59.06,1.63,142.31,28.4,18.11,30.9,14.26,6.84,132.88,7.4,91.46
2005,5,2,3.34,4.49,5.86,133.69,15.62,67.56,0.85,136.51,27.13,19.5,29.46,12.38,6.3,121.14,7.18,91.56
2005,5,3,2.29,3.66,4.34,207.06,14.89,64.0,0.83,132.13,27.08,18.73,29.39,12.11,6.23,119.01,7.03,91.55
2005,5,4,3.05,5.62,6.7,282.81,15.38,70.56,9.27,135.62,25.53,19.3,26.57,8.35,5.84,112.61,7.15,91.51
2005,5,5,2.66,4.38,5.02,228.06,15.32,68.88,10.53,134.02,26.26,19.18,27.81,12.65,5.63,109.03,7.05,91.43
2005,5,6,2.73,4.29,5.61,244.06,14.89,62.81,1.1,137.78,27.56,18.73,29.39,13.66,6.54,125.13,7.3,91.37
2005,5,7,2.19,1.81,4.15,138.88,14.53,60.31,0.09,136.02,28.12,18.26,30.26,14.02,6.74,129.37,7.17,91.39
2005,5,8,2.88,4.73,5.95,287.38,15.01,61.88,0.0,138.48,27.37,18.89,29.0,10.0,6.32,122.59,7.23,91.49
2005,5,9,3.88,4.67,4.26,287.06,14.34,59.25,0.0,136.5,27.59,18.16,29.12,13.61,4.83,93.76,7.17,91.5
2005,5,10,4.11,4.23,3.84,304.06,14.95,60.5,0.37,141.07,27.96,18.8,29.44,12.55,6.69,129.66,7.36,91.47
2005,5,11,3.45,5.43,6.03,222.88,15.32,61.75,0.06,136.3,27.89,19.24,29.25,10.39,4.71,92.26,7.13,91.47
2005,5,12,1.88,2.41,3.6,179.0,15.14,60.5,0.11,137.92,28.25,19.04,30.27,11.6,6.59,127.73,7.2,91.53
2005,5,13,2.76,3.98,5.18,249.81,14.53,58.56,0.02,136.27,28.06,18.33,29.78,12.18,6.25,121.61,7.1,91.49
2005,5,14,3.11,3.98,4.38,253.44,11.29,44.81,0.0,138.47,29.76,13.92,31.0,15.77,6.89,132.8,7.26,91.45
2005,5,15,3.24,3.7,5.53,307.0,10.62,43.69,0.01,142.12,29.28,13.09,30.75,17.15,6.94,132.86,7.51,91.5
2005,5,16,2.9,3.71,4.83,278.81,12.51,51.12,0.05,143.62,28.59,15.73,29.7,14.18,7.32,140.82,7.53,91.57
2005,5,17,2.92,4.83,6.61,245.62,11.78,46.88,0.0,140.65,28.96,14.88,29.68,13.58,7.29,139.38,7.43,91.54
2005,5,18,3.88,3.73,3.7,180.0,12.33,44.81,0.0,135.73,30.58,15.63,32.73,16.01,6.99,133.13,7.2,91.47
2005,5,19,3.36,5.56,7.29,150.25,11.96,43.25,0.0,140.45,30.81,15.19,33.63,15.53,7.13,136.98,7.37,91.41
2005,5,20,3.91,4.83,7.43,136.0,11.29,43.62,0.0,139.01,30.19,14.08,33.01,16.94,6.77,128.8,7.37,91.37
2005,5,21,2.44,5.62,7.43,164.31,13.67,52.56,5.61,136.09,29.32,17.2,31.47,14.19,6.69,127.69,7.21,91.41
2005,5,22,2.67,2.95,3.41,150.12,16.72,67.5,6.28,134.28,27.85,20.62,28.8,10.13,5.94,114.2,7.09,91.5
2005,5,23,2.09,3.03,4.4,275.56,17.21,71.38,18.14,135.41,26.98,21.11,27.12,8.13,6.9,132.44,7.12,91.54
2005,5,24,2.34,1.94,4.66,253.38,16.24,68.5,0.61,135.06,27.05,20.14,28.04,9.27,6.79,130.05,7.12,91.59
2005,5,25,3.02,3.13,4.62,233.5,16.11,73.12,4.41,130.06,25.83,20.03,27.02,10.05,6.21,118.59,6.89,91.61
2005,5,26,2.93,4.98,5.26,253.5,15.75,72.69,9.32,136.84,25.57,19.61,26.21,9.04,6.54,125.95,7.2,91.62
2005,5,27,1.95,1.57,3.08,313.56,16.24,80.88,46.04,134.91,23.96,20.19,24.74,7.36,5.71,111.02,7.03,91.65
2005,5,28,3.46,5.07,6.45,255.5,15.75,75.38,1.17,134.23,24.84,19.71,25.8,9.26,6.55,126.09,7.04,91.58
2005,5,29,3.39,4.34,5.78,273.94,15.93,79.69,5.54,131.21,23.88,19.86,24.62,7.66,6.4,121.94,6.95,91.55
2005,5,30,2.26,3.32,3.67,221.25,15.87,77.75,2.62,128.12,24.24,19.82,24.93,7.53,4.54,87.98,6.78,91.48
2005,5,31,1.97,2.32,4.21,323.25,16.54,77.88,36.23,129.07,25.05,20.46,26.34,9.73,5.15,98.96,6.8,91.38
2005,6,1,4.31,4.35,3.05,267.0,16.72,81.06,5.85,139.65,24.41,20.66,25.01,7.12,5.97,116.05,7.22,91.34
2005,6,2,4.16,5.03,5.27,279.06,17.21,85.06,6.29,138.65,23.88,21.08,24.05,5.62,6.14,119.52,7.17,91.31
2005,6,3,3.73,4.3,4.25,279.44,17.21,83.62,5.19,131.87,24.19,21.08,24.53,7.78,6.08,117.09,6.92,91.32
2005,6,4,2.79,4.1,4.45,191.19,17.27,79.69,10.06,131.92,25.19,21.12,25.75,8.48,6.33,121.75,6.92,91.28
2005,6,5,2.16,1.77,4.38,258.31,17.03,80.19,3.26,129.89,24.81,20.93,25.2,7.45,4.71,91.07,6.82,91.28
2005,6,6,2.73,2.74,4.88,194.94,16.48,77.81,0.13,133.35,24.94,20.4,25.86,9.83,5.48,105.37,7.0,91.34
2005,6,7,2.3,2.94,3.22,223.88,16.97,78.81,1.24,143.11,25.12,20.87,25.83,7.42,6.59,128.88,7.37,91.34
2005,6,8,3.42,4.62,4.12,269.88,16.54,77.81,0.65,140.55,24.94,20.41,25.87,8.88,5.6,108.62,7.26,91.22
2005,6,9,4.77,5.05,5.23,277.38,16.78,84.94,2.52,129.33,23.49,20.69,23.98,5.54,4.94,95.93,6.78,91.21
2005,6,10,4.48,5.66,7.35,284.88,16.11,84.38,6.37,123.98,22.94,20.0,23.55,7.33,4.0,78.03,6.57,91.27
2005,6,11,5.05,3.77,3.24,266.56,16.11,81.44,0.11,141.99,23.64,20.05,24.23,7.09,5.96,116.21,7.32,91.42
2005,6,12,5.58,3.41,3.08,273.88,15.32,75.25,0.05,138.84,24.33,19.22,25.19,11.31,6.4,124.19,7.2,91.34
2005,6,13,2.91,6.14,7.32,235.12,16.11,75.12,0.51,134.63,25.2,20.02,26.47,10.54,6.63,128.27,7.02,91.33
2005,6,14,2.74,3.07,4.69,242.06,17.03,85.38,0.06,125.79,23.67,20.96,24.17,6.02,5.65,107.34,6.68,91.41
2005,6,15,3.34,3.88,5.8,254.19,15.99,75.38,0.0,129.45,25.08,19.9,26.43,9.99,6.24,119.0,6.85,91.33
2005,6,16,4.62,2.86,3.73,240.5,15.69,73.88,0.1,140.31,25.26,19.56,26.57,11.07,6.62,128.27,7.3,91.31
2005,6,17,6.26,5.22,4.47,246.5,16.05,77.06,0.04,143.73,24.64,19.97,25.6,8.49,5.49,107.09,7.4,91.28
2005,6,18,7.39,5.45,5.64,251.19,15.01,76.81,0.12,137.31,23.54,18.92,24.2,7.99,4.84,94.36,7.14,91.27
2005,6,19,7.33,5.77,6.02,248.62,15.5,77.31,0.18,137.27,24.12,19.44,25.19,10.27,4.66,90.04,7.16,91.23
2005,6,20,6.88,5.55,5.65,258.56,15.32,77.69,3.01,133.94,23.75,19.22,24.69,10.07,4.09,80.44,7.02,91.26
2005,6,21,7.39,5.9,5.53,266.69,14.53,77.5,0.33,134.59,22.83,18.38,23.58,8.15,4.03,79.29,7.04,91.38
2005,6,22,8.2,4.4,4.72,267.25,13.73,73.69,1.15,133.66,22.89,17.51,23.84,9.08,3.98,78.4,6.99,91.51
2005,6,23,6.82,5.55,5.22,269.81,14.04,72.88,0.02,136.71,23.69,17.86,24.58,10.88,4.75,92.03,7.12,91.49
2005,6,24,6.33,4.59,4.17,262.19,15.2,77.19,1.36,137.98,23.76,19.08,24.58,8.41,5.09,99.23,7.18,91.44
2005,6,25,6.37,5.23,5.18,262.56,15.32,77.69,0.85,129.66,23.83,19.29,24.51,8.3,4.98,96.34,6.82,91.5
2005,6,26,5.77,4.34,4.24,259.75,15.26,78.31,0.01,133.26,23.55,19.19,24.11,7.44,4.69,91.3,7.0,91.56
2005,6,27,6.42,5.45,5.12,253.88,15.32,78.75,0.01,135.49,23.51,19.29,24.09,7.31,4.55,88.38,7.09,91.52
2005,6,28,7.47,5.35,5.41,251.88,15.14,78.44,0.06,134.0,23.3,19.04,23.88,7.05,4.02,78.7,7.05,91.43
2005,6,29,6.86,4.87,4.91,251.44,14.77,76.06,0.04,137.48,23.61,18.69,24.37,8.45,4.26,83.54,7.19,91.43
2005,6,30,6.05,5.62,5.0,247.31,15.69,79.75,1.11,132.45,23.68,19.61,24.3,7.95,4.34,85.02,6.94,91.49
2005,7,1,6.78,6.25,5.69,257.69,15.44,78.69,2.68,135.1,23.59,19.37,24.15,7.02,3.13,62.29,7.02,91.6
2005,7,2,6.72,5.31,5.2,257.5,15.14,77.38,2.06,140.72,23.69,19.07,24.56,9.04,4.8,93.16,7.25,91.62
2005,7,3,6.98,5.43,5.78,258.31,15.14,76.75,0.51,137.34,23.89,19.1,24.72,8.74,5.05,97.89,7.14,91.58
2005,7,4,7.14,5.12,5.21,261.0,15.26,79.25,0.27,137.09,23.29,19.21,23.87,7.46,4.79,91.84,7.17,91.51
2005,7,5,8.99,5.63,5.86,266.31,14.53,74.19,0.57,124.66,23.78,18.41,24.46,8.84,4.35,84.47,6.57,91.48
2005,7,6,8.09,4.46,4.42,264.38,14.22,74.56,0.26,124.82,23.47,18.11,24.44,9.94,4.34,84.02,6.6,91.54
2005,7,7,6.99,5.64,5.62,279.38,14.95,74.75,0.01,126.84,24.18,18.85,25.05,9.16,4.71,90.8,6.73,91.45
2005,7,8,6.45,5.19,4.73,275.12,15.5,78.06,3.03,123.45,23.83,19.44,24.6,8.58,4.46,85.54,6.57,91.37
2005,7,9,7.67,5.47,5.32,266.31,14.28,73.94,0.3,121.72,23.55,18.12,24.39,8.67,4.78,91.22,6.51,91.35
2005,7,10,5.84,3.69,3.55,261.44,13.79,75.44,6.99,126.62,22.69,17.55,23.65,10.35,5.11,97.87,6.7,91.42
2005,7,11,5.57,4.2,2.79,266.06,14.47,76.94,1.39,137.06,23.05,18.34,23.97,10.29,5.05,97.44,7.11,91.58
2005,7,12,4.43,4.43,4.29,281.5,15.81,80.94,1.27,136.05,23.52,19.74,24.33,8.25,5.5,107.01,7.06,91.56
2005,7,13,3.27,5.28,6.97,227.81,15.75,84.0,8.84,136.97,22.71,19.7,23.19,5.66,5.14,99.42,7.12,91.47
2005,7,14,2.88,4.79,5.4,284.94,15.75,86.0,14.39,132.23,22.27,19.7,22.45,4.39,4.68,91.01,6.92,91.53
2005,7,15,1.55,1.75,1.53,281.0,16.3,84.81,15.82,133.13,23.14,20.25,23.91,6.78,6.03,116.48,6.97,91.47
2005,7,16,2.34,4.14,4.88,247.12,16.36,86.44,24.67,137.98,22.78,20.32,22.81,4.87,5.22,102.12,7.13,91.43
2005,7,17,1.64,2.16,3.85,273.5,16.42,86.94,4.46,135.88,22.76,20.36,23.16,5.61,5.42,105.58,7.07,91.31
2005,7,18,3.01,3.64,3.3,255.38,16.91,82.94,0.76,142.29,24.16,20.8,24.98,8.95,5.28,103.99,7.33,91.38
2005,7,19,3.59,2.52,3.73,286.44,16.97,85.25,1.72,138.55,23.7,20.94,24.14,6.17,5.37,104.28,7.2,91.55
2005,7,20,3.76,3.14,2.41,279.81,16.54,85.12,1.56,140.07,23.31,20.48,23.87,7.3,5.22,101.8,7.26,91.53
2005,7,21,5.36,4.88,4.09,275.25,15.87,81.75,0.22,137.77,23.46,19.86,24.27,7.66,5.26,102.1,7.14,91.53
2005,7,22,5.8,3.97,3.73,271.31,15.5,83.44,2.12,134.09,22.58,19.43,22.94,6.73,3.69,72.95,7.0,91.45
2005,7,23,6.49,4.4,3.99,264.75,15.56,85.12,20.39,132.98,22.3,19.52,22.41,5.9,3.56,70.77,6.99,91.44
2005,7,24,8.14,7.1,7.61,266.56,15.56,87.0,11.57,135.16,21.87,19.52,21.88,4.65,3.77,74.51,7.08,91.43
2005,7,25,9.86,5.17,5.32,274.31,15.2,81.31,5.7,137.88,22.66,19.1,23.02,7.99,3.29,65.8,7.17,91.33
2005,7,26,9.04,5.22,5.41,268.38,15.44,83.62,4.54,135.11,22.41,19.33,22.8,6.19,3.24,64.35,7.07,91.26
2005,7,27,8.56,5.2,5.36,261.5,15.32,81.69,1.23,132.89,22.74,19.21,23.23,8.57,3.44,67.72,6.97,91.29
2005,7,28,8.31,7.48,7.77,262.12,15.01,80.69,2.04,135.07,22.77,18.96,23.55,9.07,4.52,87.68,7.07,91.42
2005,7,29,8.27,6.95,7.27,260.69,15.01,81.56,0.59,131.34,22.55,18.94,23.21,8.87,3.9,76.63,6.89,91.44
2005,7,30,8.38,5.55,5.88,264.38,15.62,82.56,1.43,127.35,22.9,19.53,23.39,7.61,4.02,78.63,6.72,91.27
2005,7,31,8.89,6.89,7.48,263.88,15.62,82.38,2.61,132.84,22.92,19.51,23.33,6.6,4.09,79.8,6.95,91.24
2005,8,1,8.91,4.81,5.3,262.5,15.5,82.0,1.18,132.66,22.91,19.44,23.2,7.33,3.96,77.84,6.94,91.29
2005,8,2,9.2,6.76,7.85,263.0,15.26,81.69,0.65,130.47,22.64,19.15,22.9,6.54,3.54,70.01,6.87,91.38
2005,8,3,7.35,5.7,5.85,252.0,15.2,83.25,0.8,133.12,22.32,19.12,22.87,6.65,4.0,78.67,6.99,91.46
2005,8,4,7.02,5.7,5.24,260.62,15.32,82.25,0.78,132.15,22.78,19.3,23.32,7.54,4.34,85.1,6.93,91.55
2005,8,5,7.28,4.66,5.12,271.38,15.01,84.25,0.5,138.17,21.94,19.01,22.28,6.11,4.08,80.55,7.2,91.61
2005,8,6,6.88,5.28,5.23,272.12,15.01,81.25,0.02,136.99,22.63,18.95,23.26,8.97,4.8,92.35,7.18,91.57
2005,8,7,6.83,5.09,4.93,265.88,14.83,80.5,0.08,139.62,22.62,18.78,23.22,8.76,4.61,88.87,7.31,91.49
2005,8,8,6.14,6.21,5.88,268.56,15.2,82.75,0.15,139.11,22.45,19.12,22.87,8.28,4.8,93.99,7.26,91.61
2005,8,9,6.1,5.09,4.84,271.0,15.69,81.56,0.8,136.07,23.29,19.64,24.08,8.95,4.2,82.99,7.1,91.67
2005,8,10,6.09,4.16,3.88,281.56,16.05,84.69,21.91,130.3,22.9,20.01,23.35,7.34,4.18,81.57,6.86,91.61
2005,8,11,6.56,4.61,4.72,278.75,15.75,82.06,0.91,130.37,23.24,19.7,23.94,8.63,5.18,100.15,6.85,91.56
2005,8,12,6.88,5.05,4.7,286.12,15.38,80.5,0.34,123.59,23.23,19.37,23.99,9.02,4.39,84.09,6.57,91.49
2005,8,13,6.23,5.47,4.32,283.06,15.44,81.56,1.37,132.34,22.98,19.39,23.58,9.05,4.76,91.75,6.95,91.46
2005,8,14,6.19,4.31,3.8,276.38,15.99,84.19,1.5,130.78,22.98,19.96,23.39,8.02,4.25,81.75,6.88,91.42
2005,8,15,5.94,4.55,4.7,272.88,15.93,86.12,11.63,130.97,22.44,19.88,22.69,5.76,4.06,79.7,6.89,91.39
2005,8,16,6.8,4.9,4.55,263.5,15.08,84.88,1.14,127.85,21.8,18.98,22.21,5.62,3.24,64.22,6.74,91.46
2005,8,17,6.98,5.25,5.38,279.5,14.83,80.44,0.32,136.16,22.62,18.75,23.44,9.22,4.96,97.15,7.1,91.57
2005,8,18,5.84,5.34,4.33,272.94,15.08,80.56,0.03,139.52,22.87,19.01,23.65,9.25,5.08,98.78,7.29,91.58
2005,8,19,5.39,4.01,3.8,274.62,15.5,84.19,3.34,136.52,22.46,19.46,22.9,6.89,5.28,102.03,7.15,91.61
2005,8,20,5.23,3.74,2.8,277.12,14.59,78.31,0.05,138.48,22.93,18.51,23.78,9.94,6.71,129.07,7.28,91.6
2005,8,21,4.77,2.95,1.77,278.25,15.32,80.19,3.07,139.21,23.22,19.25,24.3,9.78,6.32,121.7,7.32,91.58
2005,8,22,2.91,3.97,4.06,283.12,15.75,80.88,3.83,136.23,23.51,19.73,24.47,8.82,5.9,113.78,7.13,91.63
2005,8,23,1.77,3.6,4.2,258.25,16.24,90.5,46.54,129.04,21.89,20.26,21.94,4.04,3.94,76.63,6.83,91.68
2005,8,24,2.55,2.39,2.5,284.62,15.62,86.12,4.38,131.98,22.19,19.62,22.42,6.37,5.82,112.88,6.95,91.71
2005,8,25,3.77,2.94,2.06,290.31,15.14,80.94,1.37,136.07,22.87,19.08,23.18,7.57,5.72,111.01,7.1,91.67
2005,8,26,4.08,5.2,5.05,321.0,14.83,84.75,1.09,138.2,21.63,18.8,21.9,6.48,5.17,100.73,7.2,91.67
2005,8,27,2.5,3.24,2.52,322.88,16.17,87.94,35.5,131.35,22.34,20.12,22.75,6.7,4.4,85.34,6.93,91.56
2005,8,28,2.58,1.84,2.96,154.94,16.6,84.75,24.6,134.71,23.44,20.52,23.9,8.45,6.22,120.98,7.03,91.49
2005,8,29,1.59,1.35,3.76,96.19,16.6,82.31,8.63,134.26,23.97,20.52,24.75,8.87,6.05,116.41,7.08,91.52
2005,8,30,1.3,2.78,3.08,200.31,16.6,78.19,4.46,139.82,24.76,20.51,24.98,7.71,5.7,110.37,7.3,91.38
2005,8,31,3.55,3.24,2.15,297.0,16.72,87.19,2.95,138.34,23.03,20.66,23.18,6.38,4.66,91.77,7.17,91.27
2005,9,1,2.81,2.93,2.56,318.62,16.54,85.19,19.2,134.12,23.29,20.47,23.71,7.55,5.73,111.34,7.0,91.28
2005,9,2,1.64,2.12,2.96,255.81,16.78,84.69,27.6,126.41,23.58,20.72,23.8,7.49,3.84,74.84,6.67,91.32
2005,9,3,3.14,3.48,4.27,165.38,17.21,90.25,20.78,129.56,22.83,21.11,22.82,4.89,5.27,102.52,6.78,91.23
2005,9,4,2.85,3.32,3.88,179.88,17.88,92.31,24.7,133.34,23.0,21.66,23.09,4.97,5.52,107.88,6.92,91.04
2005,9,5,3.34,4.99,4.84,266.81,16.91,90.56,3.16,129.09,22.46,20.79,22.51,4.27,4.39,85.09,6.78,91.17
2005,9,6,2.68,2.95,4.4,284.56,16.24,86.75,2.14,133.82,22.61,20.19,22.93,6.43,4.12,81.15,6.99,91.31
2005,9,7,2.05,2.6,4.06,249.56,16.36,86.44,12.98,136.62,22.75,20.29,22.76,5.7,2.9,58.65,7.09,91.31
2005,9,8,2.85,4.0,4.33,305.25,16.78,85.31,3.6,135.19,23.49,20.67,24.05,8.82,4.99,98.02,7.01,91.24
2005,9,9,4.88,4.18,3.4,268.06,17.09,87.25,1.47,136.18,23.36,20.97,23.69,7.01,4.13,82.39,7.03,91.33
2005,9,10,5.55,4.66,3.9,260.06,16.3,89.88,9.68,136.29,22.0,20.19,22.13,6.41,3.9,77.34,7.05,91.29
2005,9,11,6.23,4.89,4.93,252.12,15.81,88.0,1.6,131.58,21.94,19.75,22.08,5.46,4.47,87.95,6.87,91.28
2005,9,12,6.31,5.29,5.29,253.19,16.3,88.38,0.19,131.96,22.3,20.19,22.3,6.0,4.05,79.59,6.89,91.27
2005,9,13,6.59,3.52,2.85,251.31,16.17,86.5,0.85,133.55,22.62,20.13,22.84,6.62,4.14,80.37,6.96,91.38
2005,9,14,5.8,5.88,5.45,246.88,16.05,86.0,0.16,133.98,22.69,20.05,22.96,7.49,4.33,85.25,6.99,91.54
2005,9,15,4.62,5.69,4.66,250.88,15.69,85.5,0.69,137.52,22.47,19.7,22.65,6.74,4.38,85.75,7.14,91.7
2005,9,16,3.69,3.08,2.22,265.88,16.11,87.56,0.03,138.76,22.44,20.15,22.64,7.36,5.6,108.32,7.2,91.79
2005,9,17,4.26,3.48,1.78,277.56,15.62,84.5,0.26,138.41,22.64,19.64,23.12,8.96,6.18,119.23,7.22,91.9
2005,9,18,5.87,4.69,4.08,282.5,15.08,83.31,0.03,135.52,22.33,19.08,22.69,9.05,6.4,121.79,7.16,91.87
2005,9,19,7.38,4.9,4.98,276.88,14.53,84.56,0.75,121.9,21.35,18.46,21.72,6.96,4.9,93.09,6.54,91.69
2005,9,20,7.59,6.05,6.5,267.75,15.38,85.31,3.77,124.59,22.06,19.3,22.24,7.3,3.13,61.98,6.6,91.42
2005,9,21,6.09,5.94,5.04,255.44,15.69,85.25,0.38,131.92,22.44,19.65,22.73,8.49,5.46,104.43,6.95,91.5
2005,9,22,4.72,3.7,1.85,249.94,15.75,83.81,0.04,135.55,22.85,19.71,23.42,9.7,5.96,113.81,7.13,91.7
2005,9,23,3.74,3.28,1.77,250.62,15.62,84.5,0.01,131.91,22.59,19.61,23.11,9.58,5.99,113.99,7.0,91.78
2005,9,24,3.26,2.49,2.73,271.62,15.44,81.94,0.68,136.43,23.06,19.45,23.65,10.33,6.8,130.01,7.16,91.81
2005,9,25,3.1,2.71,2.27,303.25,15.69,82.81,0.3,129.23,23.08,19.69,23.74,9.98,6.14,117.07,6.83,91.73
2005,9,26,3.13,2.17,2.37,295.88,15.44,82.19,0.1,134.66,22.9,19.43,23.39,8.74,6.41,122.36,7.07,91.67
2005,9,27,2.7,2.68,2.48,235.88,16.05,84.94,1.82,131.83,22.91,20.03,23.55,8.34,5.68,109.17,6.91,91.65
2005,9,28,2.46,2.75,2.43,312.19,16.36,85.69,10.14,130.14,23.09,20.36,23.58,7.31,5.41,104.43,6.79,91.63
2005,9,29,2.99,3.09,1.89,293.69,15.99,88.5,9.67,129.18,22.12,20.0,22.37,6.73,3.9,75.97,6.76,91.61
2005,9,30,2.41,2.32,2.01,306.06,15.93,88.38,15.61,132.3,22.03,19.92,22.2,5.62,4.55,88.36,6.93,91.7
2005,10,1,2.77,4.13,4.74,259.19,15.81,87.25,8.65,123.42,22.14,19.8,22.25,6.91,4.98,94.78,6.57,91.77
2005,10,2,1.48,2.92,3.93,200.5,15.56,87.19,1.21,121.79,21.91,19.58,21.97,6.29,4.75,91.24,6.43,91.77
2005,10,3,1.52,1.98,2.34,197.62,15.38,81.88,8.72,125.12,22.92,19.34,23.3,9.31,5.06,97.91,6.54,91.67
2005,10,4,1.77,2.68,3.95,236.25,16.17,85.69,38.04,129.54,22.79,20.12,23.1,8.16,5.98,115.99,6.71,91.69
2005,10,5,1.46,1.27,2.75,163.69,15.75,85.5,13.21,127.74,22.42,19.75,22.5,5.48,4.98,96.38,6.65,91.78
2005,10,6,2.38,1.96,2.88,35.56,15.81,83.06,1.15,120.46,23.04,19.82,23.12,8.73,4.99,95.05,6.36,91.73
2005,10,7,2.2,1.28,2.56,79.44,16.42,85.69,8.07,113.95,23.09,20.37,23.46,9.2,5.04,95.56,6.07,91.69
2005,10,8,2.49,3.31,5.54,80.12,16.72,87.0,33.21,117.63,23.12,20.69,23.51,7.67,5.13,97.69,6.24,91.64
2005,10,9,2.81,3.23,4.67,72.69,15.99,85.44,16.94,124.62,22.73,19.95,23.11,8.44,5.18,99.99,6.49,91.67
2005,10,10,2.26,2.47,2.13,53.31,16.11,89.75,4.0,119.25,21.92,20.08,22.04,5.52,4.29,82.61,6.3,91.62
2005,10,11,2.37,4.51,5.3,111.5,15.75,88.25,6.12,123.37,21.86,19.71,21.98,6.34,4.6,89.14,6.45,91.59
2005,10,12,2.39,1.27,2.25,64.5,16.42,89.75,7.26,128.7,22.22,20.34,22.55,7.22,4.5,88.05,6.65,91.5
2005,10,13,2.92,2.3,2.32,70.81,16.11,92.5,27.43,125.88,21.33,20.04,21.42,5.04,2.24,45.34,6.53,91.4
2005,10,14,1.97,2.16,4.27,239.31,16.17,93.25,10.88,125.65,21.29,20.13,21.28,4.61,4.69,91.51,6.49,91.35
2005,10,15,2.88,2.13,1.38,207.31,15.99,87.31,5.89,126.21,22.32,19.95,22.62,7.78,5.71,110.05,6.58,91.54
2005,10,16,1.63,0.88,2.84,189.56,15.62,85.44,11.13,121.76,22.38,19.6,22.79,8.78,4.86,92.89,6.42,91.68
2005,10,17,1.37,0.9,2.63,191.81,16.11,86.69,26.6,119.62,22.58,20.11,22.92,7.9,5.57,106.7,6.27,91.76
2005,10,18,3.26,3.23,3.23,254.94,16.72,94.69,13.57,124.1,21.56,20.67,21.4,3.34,5.26,101.99,6.44,91.7
2005,10,19,3.08,2.84,3.52,253.44,16.72,90.56,4.69,121.95,22.35,20.65,22.52,6.48,4.73,91.56,6.36,91.57
